No errors
No warnings
102 ms
data source=metars
4909 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
YMHB 272200Z AUTO 29014KT 9999 // SCT056 19/05 Q1006,YMHB,2025-01-27T22:00:00Z,-42.834,147.503,19,5,290,14,,6+,29.70,,,TRUE,,,,,,,,SCT,5600,,,,,,,VFR,,,,,,,,,,,,METAR,2
YMAV 272200Z AUTO 23009KT 9999 // BKN042 19/10 Q1014,YMAV,2025-01-27T22:00:00Z,-38.029,144.478,19,10,230,9,,6+,29.94,,,TRUE,,,,,,,,BKN,4200,,,,,,,VFR,,,,,,,,,,,,METAR,11
YLHI 272200Z 07012KT 9999 FEW016 BKN042 25/20 Q1018,YLHI,2025-01-27T22:00:00Z,-31.538,159.077,25,20,70,12,,6+,30.06,,,,,,,,,,,FEW,1600,BKN,4200,,,,,VFR,,,,,,,,,,,,METAR,2
YHID 272200Z AUTO 10004KT 9999 // NCD 29/27 Q1007,YHID,2025-01-27T22:00:00Z,-10.584,142.29,29,27,100,4,,6+,29.73,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5
YGLA 272200Z AUTO 14008KT 9999 // FEW055 28/22 Q1014,YGLA,2025-01-27T22:00:00Z,-23.87,151.221,28,22,140,8,,6+,29.94,,,TRUE,,,,,,,,FEW,5500,,,,,,,VFR,,,,,,,,,,,,METAR,17
YGEL 272200Z AUTO 14007KT 9999 // NCD 21/11 Q1010,YGEL,2025-01-27T22:00:00Z,-28.805,114.699,21,11,140,7,,6+,29.82,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,32
YFRT 272200Z AUTO 13010KT 9999 // BKN033 19/11 Q1020,YFRT,2025-01-27T22:00:00Z,-30.848,128.114,19,11,130,10,,6+,30.12,,,TRUE,,,,,,,,BKN,3300,,,,,,,VFR,,,,,,,,,,,,METAR,159
YCIN 272200Z AUTO 33005KT 9999 // NCD 25/24 Q1007,YCIN,2025-01-27T22:00:00Z,-17.574,123.831,25,24,330,5,,6+,29.73,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,83
YCFS 272200Z AUTO 01010KT 9999 // NCD 27/20 Q1014,YCFS,2025-01-27T22:00:00Z,-30.317,153.119,27,20,10,10,,6+,29.94,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2
YBWW 272200Z AUTO 07005KT 9999 // BKN018 23/17 Q1017,YBWW,2025-01-27T22:00:00Z,-27.558,151.793,23,17,70,5,,6+,30.03,,,TRUE,,,,,,,,BKN,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,460
YBTL 272200Z 16005KT 9999 -RA FEW007 SCT030 BKN040 25/24 Q1010,YBTL,2025-01-27T22:00:00Z,-19.248,146.766,25,24,160,5,,6+,29.82,,,,,,,,,,-RA,FEW,700,SCT,3000,BKN,4000,,,VFR,,,,,,,,,,,,METAR,4
YBSU 272200Z AUTO 14005KT 090V200 9999 // NCD 27/19 Q1016,YBSU,2025-01-27T22:00:00Z,-26.603,153.091,27,19,140,5,,6+,30.00,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
YBRK 272200Z AUTO 12009KT 9999 // FEW029 BKN037 BKN059 27/23 Q1014,YBRK,2025-01-27T22:00:00Z,-23.375,150.477,27,23,120,9,,6+,29.94,,,TRUE,,,,,,,,FEW,2900,BKN,3700,BKN,5900,,,VFR,,,,,,,,,,,,METAR,10
YBMA 272200Z AUTO 04008KT 9999 // NCD 31/22 Q1011,YBMA,2025-01-27T22:00:00Z,-20.678,139.488,31,22,40,8,,6+,29.85,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,346
YBLN 272200Z AUTO 11010KT 9999 // ////// 16/11 Q1020,YBLN,2025-01-27T22:00:00Z,-33.688,115.402,16,11,110,10,,6+,30.12,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,17
YBHM 272200Z AUTO 11019KT 9999 // NCD 28/24 Q1011,YBHM,2025-01-27T22:00:00Z,-20.357,148.949,28,24,110,19,,6+,29.85,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
YBCG 272200Z AUTO 31006KT 9999 // NCD 27/20 Q1016,YBCG,2025-01-27T22:00:00Z,-28.168,153.505,27,20,310,6,,6+,30.00,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5
YBBN 272200Z 02004KT 280V050 9999 FEW025 27/18 Q1016,YBBN,2025-01-27T22:00:00Z,-27.391,153.13,27,18,20,4,,6+,30.00,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,3
YBAS 272200Z AUTO 20006KT 9999 // NCD 30/06 Q1012,YBAS,2025-01-27T22:00:00Z,-23.795,133.889,30,6,200,6,,6+,29.88,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,549
YAMB 272200Z 12002KT 9999 FEW025 26/20 Q1016,YAMB,2025-01-27T22:00:00Z,-27.63,152.711,26,20,120,2,,6+,30.00,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,26
WSSS 272200Z 36007KT 9999 FEW016 SCT070 BKN150 25/23 Q1009 NOSIG,WSSS,2025-01-27T22:00:00Z,1.368,103.982,25,23,360,7,,6+,29.79,,,,,,TRUE,,,,,FEW,1600,SCT,7000,BKN,15000,,,VFR,,,,,,,,,,,,METAR,17
WSSL 272200Z 04006KT 9999 FEW016 BKN150 25/23 Q1009,WSSL,2025-01-27T22:00:00Z,1.417,103.866,25,23,40,6,,6+,29.79,,,,,,,,,,,FEW,1600,BKN,15000,,,,,VFR,,,,,,,,,,,,METAR,11
WSAP 272200Z 36002KT 9999 FEW016 BKN150 25/22 Q1010,WSAP,2025-01-27T22:00:00Z,1.36,103.909,25,22,360,2,,6+,29.82,,,,,,,,,,,FEW,1600,BKN,15000,,,,,VFR,,,,,,,,,,,,METAR,20
WMSA 272200Z VRB03KT 9999 FEW025 25/23 Q1010,WMSA,2025-01-27T22:00:00Z,3.13,101.552,25,23,VRB,3,,6+,29.82,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,19
WMKP 272200Z 02004KT 320V080 8000 FEW025 27/19 Q1008 NOSIG,WMKP,2025-01-27T22:00:00Z,5.297,100.277,27,19,20,4,,4.97,29.76,,,,,,TRUE,,,,,FEW,2500,,,,,,,MVFR,,,,,,,,,,,,METAR,4
WMKN 272200Z VRB04KT 9999 SCT020 26/23 Q1010,WMKN,2025-01-27T22:00:00Z,5.383,103.103,26,23,VRB,4,,6+,29.82,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,12
WMKM 272200Z 03007KT 330V100 9999 FEW028 25/22 Q1010,WMKM,2025-01-27T22:00:00Z,2.263,102.252,25,22,30,7,,6+,29.82,,,,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,9
WMKL 272200Z 05003KT 330V110 9999 FEW025 27/21 Q1009,WMKL,2025-01-27T22:00:00Z,6.33,99.729,27,21,50,3,,6+,29.79,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,4
WMKK 272200Z 02005KT 300V060 9000 FEW017CB 24/22 Q1010 NOSIG,WMKK,2025-01-27T22:00:00Z,2.747,101.714,24,22,20,5,,5.59,29.82,,,,,,TRUE,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,21
WMKJ 272200Z 00000KT 8000 FEW008 24/22 Q1009,WMKJ,2025-01-27T22:00:00Z,1.641,103.67,24,22,0,0,,4.97,29.79,,,,,,,,,,,FEW,800,,,,,,,MVFR,,,,,,,,,,,,METAR,38
WMKI 272200Z 01005KT 340V050 7000 -RA FEW008 SCT023 23/22 Q1009,WMKI,2025-01-27T22:00:00Z,4.568,101.092,23,22,10,5,,4.35,29.79,,,,,,,,,,-RA,FEW,800,SCT,2300,,,,,MVFR,,,,,,,,,,,,METAR,37
WMKE 272200Z AUTO VRB06KT //// // ////// 26/22 Q1010,WMKE,2025-01-27T22:00:00Z,4.537,103.427,26,22,VRB,6,,,29.82,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,5
WMKD 272200Z 33005KT 290V040 8000 -RA FEW000 23/22 Q1010 NOSIG,WMKD,2025-01-27T22:00:00Z,3.775,103.209,23,22,330,5,,4.97,29.82,,,,,,TRUE,,,,-RA,FEW,0,,,,,,,MVFR,,,,,,,,,,,,METAR,18
WMKC 272200Z 09009KT 9999 SCT020 26/22 Q1010,WMKC,2025-01-27T22:00:00Z,6.167,102.293,26,22,90,9,,6+,29.82,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,7
WMKB 272200Z VRB02KT 8000 FEW024 25/17 Q1008 NOSIG,WMKB,2025-01-27T22:00:00Z,5.466,100.391,25,17,VRB,2,,4.97,29.76,,,,,,TRUE,,,,,FEW,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,4
WMKA 272200Z 07004KT 350V140 9999 FEW030 26/20 Q1009,WMKA,2025-01-27T22:00:00Z,6.19,100.398,26,20,70,4,,6+,29.79,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,5
WMBA 272200Z VRB02KT 9000 FEW031 24/22 Q1009,WMBA,2025-01-27T22:00:00Z,4.221,100.701,24,22,VRB,2,,5.59,29.79,,,,,,,,,,,FEW,3100,,,,,,,VFR,,,,,,,,,,,,METAR,9
WMAU 272200Z 13008KT 9000 FEW025 26/24 Q1009,WMAU,2025-01-27T22:00:00Z,2.387,103.876,26,24,130,8,,5.59,29.79,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,5
WIPP 272200Z 33005KT 4000 BR BKN012 25/24 Q1008 NOSIG,WIPP,2025-01-27T22:00:00Z,-2.898,104.7,25,24,330,5,,2.49,29.76,,,,,,TRUE,,,,BR,BKN,1200,,,,,,,IFR,,,,,,,,,,,,METAR,7
WIOO 272200Z 36002KT 6000 -RA BKN008 23/23 Q1009 NOSIG,WIOO,2025-01-27T22:00:00Z,-0.151,109.404,23,23,360,2,,3.73,29.79,,,,,,TRUE,,,,-RA,BKN,800,,,,,,,IFR,,,,,,,,,,,,METAR,4
WIMM 272200Z 17003KT 7000 -RA BKN017 23/23 Q1009 NOSIG,WIMM,2025-01-27T22:00:00Z,3.636,98.874,23,23,170,3,,4.35,29.79,,,,,,TRUE,,,,-RA,BKN,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,7
WILL 272200Z 31005KT 9999 FEW015 25/25 Q1008 NOSIG,WILL,2025-01-27T22:00:00Z,-5.242,105.179,25,25,310,5,,6+,29.76,,,,,,TRUE,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,83
WIII 272200Z 26004KT 8000 FEW020 25/24 Q1007 NOSIG,WIII,2025-01-27T22:00:00Z,-6.125,106.659,25,24,260,4,,4.97,29.73,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,9
WIHH 272200Z 26004KT 8000 SCT020 26/24 Q1007 NOSIG,WIHH,2025-01-27T22:00:00Z,-6.267,106.891,26,24,260,4,,4.97,29.73,,,,,,TRUE,,,,,SCT,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,26
WIEE 272200Z 35006KT 9000 -RA BKN018 24/23 Q1009 NOSIG,WIEE,2025-01-27T22:00:00Z,-0.783,100.283,24,23,350,6,,5.59,29.79,,,,,,TRUE,,,,-RA,BKN,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,5
WIDD 272200Z 05012KT 9999 SCT014 27/24 Q1010 NOSIG,WIDD,2025-01-27T22:00:00Z,1.121,104.119,27,24,50,12,,6+,29.82,,,,,,TRUE,,,,,SCT,1400,,,,,,,VFR,,,,,,,,,,,,METAR,26
WIBB 272200Z 00000KT 3000 RA BKN006 FEW013CB 23/23 Q1009 RMK CB OVER THE FIELD,WIBB,2025-01-27T22:00:00Z,0.461,101.445,23,23,0,0,,1.86,29.79,,,,,,,,,,RA,BKN,600,FEW,1300,,,,,IFR,,,,,,,,,,,,METAR,41
WBSB 272200Z 05005KT 9999 FEW003 SCT014 BKN300 26/25 Q1008 NOSIG,WBSB,2025-01-27T22:00:00Z,4.944,114.928,26,25,50,5,,6+,29.76,,,,,,TRUE,,,,,FEW,300,SCT,1400,BKN,30000,,,VFR,,,,,,,,,,,,METAR,15
WBKW 272200Z 00000KT 9999 FEW015 25/23 Q1008,WBKW,2025-01-27T22:00:00Z,4.316,118.119,25,23,0,0,,6+,29.76,,,,,,,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,17
WBKT 272200Z AUTO 05006KT 350V140 //// // ////// 27/25 Q1009,WBKT,2025-01-27T22:00:00Z,6.922,116.837,27,25,50,6,,,29.79,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,11
WBKS 272200Z 31004KT 230V040 3000 RA FEW009 SCT040 26/25 Q1008,WBKS,2025-01-27T22:00:00Z,5.901,118.059,26,25,310,4,,1.86,29.76,,,,,,,,,,RA,FEW,900,SCT,4000,,,,,IFR,,,,,,,,,,,,METAR,13
WBKL 272200Z 05004KT 360V080 9999 FEW014 26/24 Q1008,WBKL,2025-01-27T22:00:00Z,5.301,115.25,26,24,50,4,,6+,29.76,,,,,,,,,,,FEW,1400,,,,,,,VFR,,,,,,,,,,,,METAR,29
WBKK 272200Z VRB02KT 9999 FEW014 24/23 Q1008 NOSIG,WBKK,2025-01-27T22:00:00Z,5.937,116.051,24,23,VRB,2,,6+,29.76,,,,,,TRUE,,,,,FEW,1400,,,,,,,VFR,,,,,,,,,,,,METAR,9
WBGY 272200Z AUTO 00000KT //// // ////// 24/23 Q1009,WBGY,2025-01-27T22:00:00Z,1.222,111.466,24,23,0,0,,,29.79,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,13
WBGS 272200Z VRB02KT 8000 -RA FEW005 SCT016 24/23 Q1009,WBGS,2025-01-27T22:00:00Z,2.264,111.983,24,23,VRB,2,,4.97,29.79,,,,,,,,,,-RA,FEW,500,SCT,1600,,,,,MVFR,,,,,,,,,,,,METAR,26
WBGR 272200Z 03005KT 340V120 8000 -RA SCT014 24/24 Q1008,WBGR,2025-01-27T22:00:00Z,4.322,113.987,24,24,30,5,,4.97,29.76,,,,,,,,,,-RA,SCT,1400,,,,,,,MVFR,,,,,,,,,,,,METAR,18
WBGG 272200Z VRB02KT 6000 -RA SCT018 24/24 Q1009 NOSIG,WBGG,2025-01-27T22:00:00Z,1.484,110.34,24,24,VRB,2,,3.73,29.79,,,,,,TRUE,,,,-RA,SCT,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,26
WBGB 272200Z 00000KT 9999 -RA SCT016 24/24 Q1008,WBGB,2025-01-27T22:00:00Z,3.12,113.025,24,24,0,0,,6+,29.76,,,,,,,,,,-RA,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,34
WAYY 272200Z 35005KT 4000 -RA FEW012CB BKN013 25/24 Q1010 NOSIG CB TO N,WAYY,2025-01-27T22:00:00Z,-4.528,136.887,25,24,350,5,,2.49,29.82,,,,,,TRUE,,,,-RA,FEW,1200,BKN,1300,,,,,IFR,,,,,,,,,,,,METAR,32
WATT 272200Z 18003KT 9000 BKN015 24/24 Q1008 NOSIG,WATT,2025-01-27T22:00:00Z,-10.172,123.671,24,24,180,3,,5.59,29.76,,,,,,TRUE,,,,,BKN,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,104
WARR 272200Z 25002KT 5000 HZ FEW020 24/23 Q1007 NOSIG METAR ,WARR,2025-01-27T22:00:00Z,-7.38,112.787,24,23,250,2,,3.11,29.73,,,,,,TRUE,,,,HZ,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,3
WAQQ 272200Z 35003KT 8000 SCT010 26/24 Q1008,WAQQ,2025-01-27T22:00:00Z,3.327,117.568,26,24,350,3,,4.97,29.76,,,,,,,,,,,SCT,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,6
WAPP 272200Z 01003KT 350V070 9999 SCT016 25/24 Q1007 NOSIG,WAPP,2025-01-27T22:00:00Z,-3.71,128.089,25,24,10,3,,6+,29.73,,,,,,TRUE,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,20
WAOO 272200Z AUTO 02003KT 9999 BKN170 25/24 Q1008,WAOO,2025-01-27T22:00:00Z,-3.44,114.759,25,24,20,3,,6+,29.76,,,TRUE,,,,,,,,BKN,17000,,,,,,,VFR,,,,,,,,,,,,METAR,23
WAMM 272200Z VRB02KT 9999 FEW030 24/23 Q1011 NOSIG,WAMM,2025-01-27T22:00:00Z,1.541,124.926,24,23,VRB,2,,6+,29.85,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,86
WALL 272200Z 31004KT 9000 SCT020 25/25 Q1008 NOSIG,WALL,2025-01-27T22:00:00Z,-1.268,116.894,25,25,310,4,,5.59,29.76,,,,,,TRUE,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,3
WAKK 272200Z 01003KT 5000 -RA BKN015 25/25 Q1008 NOSIG,WAKK,2025-01-27T22:00:00Z,-8.52,140.417,25,25,10,3,,3.11,29.76,,,,,,TRUE,,,,-RA,BKN,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,5
WAJJ 272200Z VRB01KT 9999 SCT013 26/25 Q1009,WAJJ,2025-01-27T22:00:00Z,-2.573,140.514,26,25,VRB,1,,6+,29.79,,,,,,,,,,,SCT,1300,,,,,,,VFR,,,,,,,,,,,,METAR,93
WAHS 272200Z 00000KT 6000 TS FEW013CB SCT014 25/24 Q1006 NOSIG RMK CB TO NW AND N,WAHS,2025-01-27T22:00:00Z,-6.973,110.375,25,24,0,0,,3.73,29.70,,,,,,TRUE,,,,TS,FEW,1300,SCT,1400,,,,,MVFR,,,,,,,,,,,,METAR,3
WADD 272200Z VRB02KT 9999 SCT015 26/25 Q1007 NOSIG,WADD,2025-01-27T22:00:00Z,-8.748,115.167,26,25,VRB,2,,6+,29.73,,,,,,TRUE,,,,,SCT,1500,,,,,,,VFR,,,,,,,,,,,,METAR,3
WABB 272200Z 00000KT 9999 SCT015 SCT100 26/25 Q1009 NOSIG,WABB,2025-01-27T22:00:00Z,-1.19,136.108,26,25,0,0,,6+,29.79,,,,,,TRUE,,,,,SCT,1500,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,12
WAAA 272200Z 19005KT 150V230 9000 FEW017CB SCT018 25/25 Q1009 RERA TEMPO FM2220 TL2300 28015G25KT 3000 RA RMK CB IN APCH,WAAA,2025-01-27T22:00:00Z,-5.062,119.554,25,25,190,5,,5.59,29.79,,,,,,,,,,,FEW,1700,SCT,1800,,,,,VFR,,,,,,,,,,,,METAR,13
VYYY 272200Z 28002KT 6000 FEW020 SCT110 23/21 Q1010 NOSIG,VYYY,2025-01-27T22:00:00Z,16.906,96.137,23,21,280,2,,3.73,29.82,,,,,,TRUE,,,,,FEW,2000,SCT,11000,,,,,MVFR,,,,,,,,,,,,METAR,31
VVVD 272200Z 06005KT 030V090 CAVOK 13/04 Q1024 NOSIG,VVVD,2025-01-27T22:00:00Z,21.118,107.414,13,4,60,5,,6+,30.24,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
VVTS 272200Z 04003KT CAVOK 21/17 Q1011 NOSIG,VVTS,2025-01-27T22:00:00Z,10.817,106.667,21,17,40,3,,6+,29.85,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,10
VVPQ 272200Z 08004KT CAVOK 25/22 Q1011 NOSIG,VVPQ,2025-01-27T22:00:00Z,10.169,103.995,25,22,80,4,,6+,29.85,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
VVPB 272200Z 27006KT 9999 SCT017 BKN040 15/13 Q1020 NOSIG,VVPB,2025-01-27T22:00:00Z,16.399,107.699,15,13,270,6,,6+,30.12,,,,,,TRUE,,,,,SCT,1700,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,15
VVNB 272200Z 05004KT CAVOK 13/06 Q1024 NOSIG,VVNB,2025-01-27T22:00:00Z,21.218,105.805,13,6,50,4,,6+,30.24,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6
VVDN 272200Z VRB01KT 9999 FEW020 OVC037 18/13 Q1020 NOSIG,VVDN,2025-01-27T22:00:00Z,16.044,108.199,18,13,VRB,1,,6+,30.12,,,,,,TRUE,,,,,FEW,2000,OVC,3700,,,,,VFR,,,,,,,,,,,,METAR,7
VVCT 272200Z VRB02KT 9999 FEW015 23/22 Q1011 NOSIG,VVCT,2025-01-27T22:00:00Z,10.085,105.712,23,22,VRB,2,,6+,29.85,,,,,,TRUE,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,6
VVCR 272200Z 35011KT CAVOK 22/16 Q1015 NOSIG,VVCR,2025-01-27T22:00:00Z,11.998,109.219,22,16,350,11,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,12
VVCI 272200Z 07004KT CAVOK 14/04 Q1023 NOSIG,VVCI,2025-01-27T22:00:00Z,20.823,106.727,14,4,70,4,,6+,30.21,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6
VTUW 272200Z 14005KT 8000 NSC 12/08 Q1017 NOSIG,VTUW,2025-01-27T22:00:00Z,17.384,104.643,12,8,140,5,,4.97,30.03,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,167
VTUV 272200Z 06006KT CAVOK 13/09 Q1017 NOSIG,VTUV,2025-01-27T22:00:00Z,16.117,103.772,13,9,60,6,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,136
VTUU 272200Z 04008KT CAVOK 14/11 Q1016 NOSIG,VTUU,2025-01-27T22:00:00Z,15.251,104.87,14,11,40,8,,6+,30.00,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,119
VTUQ 272200Z 07004KT 8000 NSC 14/09 Q1016 NOSIG,VTUQ,2025-01-27T22:00:00Z,14.95,102.313,14,9,70,4,,4.97,30.00,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,225
VTUO 272200Z 07007KT 9999 SCT012 13/09 Q1016 NOSIG,VTUO,2025-01-27T22:00:00Z,15.227,103.244,13,9,70,7,,6+,30.00,,,,,,TRUE,,,,,SCT,1200,,,,,,,VFR,,,,,,,,,,,,METAR,182
VTUL 272200Z 00000KT CAVOK 12/11 Q1017 NOSIG,VTUL,2025-01-27T22:00:00Z,17.445,101.725,12,11,0,0,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,257
VTUK 272200Z 09002KT CAVOK 13/09 Q1017 NOSIG,VTUK,2025-01-27T22:00:00Z,16.462,102.786,13,9,90,2,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,190
VTUI 272200Z 12006KT 8000 NSC 13/09 Q1017 NOSIG,VTUI,2025-01-27T22:00:00Z,17.195,104.119,13,9,120,6,,4.97,30.03,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,162
VTUD 272200Z 10003KT CAVOK 14/09 Q1017 NOSIG,VTUD,2025-01-27T22:00:00Z,17.382,102.799,14,9,100,3,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,177
VTST 272200Z 00000KT 9999 FEW030 SCT100 23/23 Q1008 NOSIG,VTST,2025-01-27T22:00:00Z,7.512,99.621,23,23,0,0,,6+,29.76,,,,,,TRUE,,,,,FEW,3000,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,17
VTSS 272200Z 05005KT 9999 FEW020 BKN100 26/21 Q1010 NOSIG,VTSS,2025-01-27T22:00:00Z,6.933,100.393,26,21,50,5,,6+,29.82,,,,,,TRUE,,,,,FEW,2000,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,28
VTSR 272200Z 10015G32KT 360V160 9999 VCSH SCT020 27/21 Q1007 NOSIG,VTSR,2025-01-27T22:00:00Z,9.773,98.587,27,21,100,15,32,6+,29.73,,,,,,TRUE,,,,VCSH,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,23
VTSP 272200Z 10017KT 9999 FEW020 27/21 Q1008 NOSIG,VTSP,2025-01-27T22:00:00Z,8.105,98.308,27,21,100,17,,6+,29.76,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,12
VTSM 272200Z 13008KT 9999 FEW020 27/23 Q1010 NOSIG,VTSM,2025-01-27T22:00:00Z,9.548,100.062,27,23,130,8,,6+,29.82,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,12
VTSG 272200Z 06006KT 030V090 9999 FEW030 24/22 Q1009 NOSIG,VTSG,2025-01-27T22:00:00Z,8.099,98.986,24,22,60,6,,6+,29.79,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,32
VTSF 272200Z 00000KT 7000 FEW018 23/22 Q1010 NOSIG,VTSF,2025-01-27T22:00:00Z,8.546,99.94,23,22,0,0,,4.35,29.82,,,,,,TRUE,,,,,FEW,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,6
VTSC 272200Z 10010KT 060V130 9999 FEW018 26/22 Q1010 NOSIG,VTSC,2025-01-27T22:00:00Z,6.52,101.743,26,22,100,10,,6+,29.82,,,,,,TRUE,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,5
VTSB 272200Z VRB02KT 6000 FEW020 24/24 Q1009 NOSIG,VTSB,2025-01-27T22:00:00Z,9.133,99.152,24,24,VRB,2,,3.73,29.79,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,10
VTPT 272200Z /////KT 8000 NSC 18/15 Q1014 NOSIG,VTPT,2025-01-27T22:00:00Z,16.897,99.254,18,15,,,,4.97,29.94,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,148
VTPP 272200Z VRB01KT CAVOK 18/14 Q1014 NOSIG,VTPP,2025-01-27T22:00:00Z,16.792,100.274,18,14,VRB,1,,6+,29.94,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,45
VTPO 272200Z 35003KT 9999 FEW040 18/15 Q1014 NOSIG,VTPO,2025-01-27T22:00:00Z,17.238,99.818,18,15,350,3,,6+,29.94,,,,,,TRUE,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,58
